CustomerID,Recency,Frequency,Value,RScore,FScore,VScore,RFV,Profile
13752.0,123,6,723.74,1,3,2,6,Clientes Emergentes
13753.0,287,1,710.66,1,1,2,4,Clientes Churn
13754.0,151,2,129.6,1,1,1,3,Clientes Churn
13755.0,3,9,1657.3500000000001,3,3,3,9,Clientes VIP
13756.0,1,13,2850.44,3,3,3,9,Clientes VIP
13758.0,11,7,1955.39,3,3,3,9,Clientes VIP
13759.0,32,2,439.59000000000003,2,1,2,5,Clientes Emergentes
13760.0,53,2,286.79,2,1,2,5,Clientes Emergentes
13761.0,49,2,974.65,2,1,3,6,Clientes Emergentes
13762.0,218,1,133.2,1,1,1,3,Clientes Churn
13763.0,62,1,308.40000000000003,2,1,2,5,Clientes Emergentes
13764.0,70,3,1352.96,2,2,3,7,Clientes Emergentes
13767.0,1,36,7636.66,3,3,3,9,Clientes VIP
13769.0,1,10,2138.4700000000003,3,3,3,9,Clientes VIP
13771.0,63,4,2188.72,2,2,3,7,Clientes Emergentes
13772.0,33,3,1027.43,2,2,3,7,Clientes Emergentes
13774.0,81,1,314.15000000000003,2,1,2,5,Clientes Emergentes
13777.0,8,20,3343.69,3,3,3,9,Clientes VIP
13778.0,102,1,178.7,1,1,1,3,Clientes Churn
13780.0,6,2,247.31,3,1,1,5,Clientes Emergentes
13781.0,250,1,68.54,1,1,1,3,Clientes Churn
13782.0,12,6,766.56,3,3,2,8,Clientes VIP
13784.0,112,5,247.26,1,2,1,4,Clientes Churn
13786.0,366,1,148.8,1,1,1,3,Clientes Churn
13787.0,75,2,231.55,2,1,1,4,Clientes Churn
13790.0,3,1,236.84,3,1,1,5,Clientes Emergentes
13792.0,65,2,183.05,2,1,1,4,Clientes Churn
13798.0,7,24,2138.11,3,3,3,9,Clientes VIP
13799.0,116,2,649.06,1,1,2,4,Clientes Churn
13800.0,309,1,486.62,1,1,2,4,Clientes Churn
13801.0,66,1,247.1,2,1,1,4,Clientes Churn
13802.0,138,3,1068.52,1,2,3,6,Clientes Emergentes
13803.0,254,1,277.07,1,1,1,3,Clientes Churn
13804.0,30,7,2303.89,2,3,3,8,Clientes VIP
13806.0,63,1,218.13000000000002,2,1,1,4,Clientes Churn
13807.0,366,1,80.8,1,1,1,3,Clientes Churn
13808.0,5,5,1115.66,3,2,3,8,Clientes VIP
13809.0,304,1,60.300000000000004,1,1,1,3,Clientes Churn
13810.0,28,2,609.16,2,1,2,5,Clientes Emergentes
13812.0,41,3,452.1,2,2,2,6,Clientes Emergentes
13813.0,39,4,1050.26,2,2,3,7,Clientes Emergentes
13814.0,91,2,1334.22,1,1,3,5,Clientes Emergentes
13815.0,21,4,3007.46,3,2,3,8,Clientes VIP
13816.0,23,2,420.42,3,1,2,6,Clientes Emergentes
13817.0,28,2,328.98,2,1,2,5,Clientes Emergentes
13819.0,301,3,624.75,1,2,2,5,Clientes Emergentes
13821.0,144,2,321.89,1,1,2,4,Clientes Churn
13822.0,5,2,454.8,3,1,2,6,Clientes Emergentes
13823.0,18,2,683.36,3,1,2,6,Clientes Emergentes
13824.0,32,5,1171.86,2,2,3,7,Clientes Emergentes
13826.0,175,1,102.30000000000001,1,1,1,3,Clientes Churn
13827.0,57,3,239.9,2,2,1,5,Clientes Emergentes
13828.0,21,1,168.45,3,1,1,5,Clientes Emergentes
13831.0,15,4,527.17,3,2,2,7,Clientes Emergentes
13832.0,18,1,52.199999999999996,3,1,1,5,Clientes Emergentes
13833.0,158,1,226.4,1,1,1,3,Clientes Churn
13835.0,24,4,692.37,3,2,2,7,Clientes Emergentes
13837.0,211,2,226.24,1,1,1,3,Clientes Churn
13838.0,5,4,527.58,3,2,2,7,Clientes Emergentes
13842.0,58,9,2555.65,2,3,3,8,Clientes VIP
13844.0,10,1,345.12,3,1,2,6,Clientes Emergentes
13845.0,64,1,157.86,2,1,1,4,Clientes Churn
13846.0,24,3,733.16,3,2,2,7,Clientes Emergentes
13849.0,51,2,1325.55,2,1,3,6,Clientes Emergentes
13850.0,128,1,1478.98,1,1,3,5,Clientes Emergentes
13851.0,95,3,1536.08,1,2,3,6,Clientes Emergentes
13853.0,56,1,547.3000000000001,2,1,2,5,Clientes Emergentes
13854.0,8,24,2557.92,3,3,3,9,Clientes VIP
13856.0,168,3,120.3,1,2,1,4,Clientes Churn
13858.0,56,1,182.67,2,1,1,4,Clientes Churn
13859.0,325,1,172.76000000000002,1,1,1,3,Clientes Churn
13860.0,0,5,1106.93,3,2,3,8,Clientes VIP
13862.0,17,8,2131.96,3,3,3,9,Clientes VIP
13863.0,247,1,264.88,1,1,1,3,Clientes Churn
13865.0,57,4,437.81,2,2,2,6,Clientes Emergentes
13866.0,73,1,145.67000000000002,2,1,1,4,Clientes Churn
13867.0,30,3,719.74,2,2,2,6,Clientes Emergentes
13868.0,38,1,428.37,2,1,2,5,Clientes Emergentes
13869.0,122,4,2468.25,1,2,3,6,Clientes Emergentes
13870.0,1,8,1713.04,3,3,3,9,Clientes VIP
13871.0,22,13,5070.75,3,3,3,9,Clientes VIP
13873.0,119,3,324.05,1,2,2,5,Clientes Emergentes
13874.0,357,1,247.45000000000002,1,1,1,3,Clientes Churn
13875.0,53,5,1477.82,2,2,3,7,Clientes Emergentes
13876.0,63,1,98.80000000000001,2,1,1,4,Clientes Churn
13877.0,85,1,17.4,2,1,1,4,Clientes Churn
13878.0,54,1,1031.94,2,1,3,6,Clientes Emergentes
13880.0,20,13,2927.18,3,3,3,9,Clientes VIP
13881.0,17,13,2902.56,3,3,3,9,Clientes VIP
13882.0,2,5,686.34,3,2,2,7,Clientes Emergentes
13883.0,10,5,2176.33,3,2,3,8,Clientes VIP
13884.0,6,4,670.45,3,2,2,7,Clientes Emergentes
13885.0,188,2,390.2,1,1,2,4,Clientes Churn
13886.0,70,1,218.56,2,1,1,4,Clientes Churn
13887.0,203,1,293.95,1,1,2,4,Clientes Churn
13888.0,119,2,505.98,1,1,2,4,Clientes Churn
13889.0,92,1,416.90000000000003,1,1,2,4,Clientes Churn
13890.0,0,10,1807.46,3,3,3,9,Clientes VIP
13892.0,26,4,410.01,2,2,2,6,Clientes Emergentes
13893.0,297,1,195.70000000000002,1,1,1,3,Clientes Churn
13894.0,23,2,430.55,3,1,2,6,Clientes Emergentes
13895.0,27,4,2144.67,2,2,3,7,Clientes Emergentes
13897.0,49,1,311.16,2,1,2,5,Clientes Emergentes
13898.0,325,1,138.93,1,1,1,3,Clientes Churn
13899.0,15,2,337.52,3,1,2,6,Clientes Emergentes
13900.0,192,2,553.95,1,1,2,4,Clientes Churn
13901.0,71,5,2365.83,2,2,3,7,Clientes Emergentes
13904.0,36,2,332.64,2,1,2,5,Clientes Emergentes
13908.0,79,4,1948.9,2,2,3,7,Clientes Emergentes
13911.0,143,8,1872.71,1,3,3,7,Clientes Emergentes
13914.0,11,2,604.83,3,1,2,6,Clientes Emergentes
13917.0,49,2,252.14000000000001,2,1,1,4,Clientes Churn
13918.0,49,2,565.1,2,1,2,5,Clientes Emergentes
13919.0,58,2,331.86,2,1,2,5,Clientes Emergentes
13922.0,351,1,81.6,1,1,1,3,Clientes Churn
13923.0,53,1,317.63,2,1,2,5,Clientes Emergentes
13924.0,1,6,1544.05,3,3,3,9,Clientes VIP
13925.0,92,4,411.1,1,2,2,5,Clientes Emergentes
13926.0,22,1,150.10000000000002,3,1,1,5,Clientes Emergentes
13927.0,74,1,348.99,2,1,2,5,Clientes Emergentes
13928.0,10,4,336.47,3,2,2,7,Clientes Emergentes
13929.0,168,2,285.45,1,1,2,4,Clientes Churn
13930.0,57,2,337.34,2,1,2,5,Clientes Emergentes
13931.0,95,2,956.13,1,1,3,5,Clientes Emergentes
13932.0,294,1,195.8,1,1,1,3,Clientes Churn
13933.0,108,2,576.99,1,1,2,4,Clientes Churn
13934.0,263,1,818.65,1,1,2,4,Clientes Churn
13936.0,179,1,369.74,1,1,2,4,Clientes Churn
13937.0,168,1,128.25,1,1,1,3,Clientes Churn
13938.0,34,1,71.66,2,1,1,4,Clientes Churn
13939.0,22,3,466.37,3,2,2,7,Clientes Emergentes
13940.0,16,4,648.5600000000001,3,2,2,7,Clientes Emergentes
13941.0,21,5,1389.88,3,2,3,8,Clientes VIP
13946.0,78,3,57.33,2,2,1,5,Clientes Emergentes
13947.0,64,1,90.6,2,1,1,4,Clientes Churn
13948.0,360,1,70.19999999999999,1,1,1,3,Clientes Churn
13949.0,2,6,2119.84,3,3,3,9,Clientes VIP
13950.0,10,4,437.65999999999997,3,2,2,7,Clientes Emergentes
13951.0,175,3,504.09000000000003,1,2,2,5,Clientes Emergentes
13952.0,217,2,2300.811,1,1,3,5,Clientes Emergentes
13953.0,6,2,265.68,3,1,1,5,Clientes Emergentes
13954.0,1,2,307.82,3,1,2,6,Clientes Emergentes
13955.0,153,2,239.31,1,1,1,3,Clientes Churn
13956.0,4,5,678.54,3,2,2,7,Clientes Emergentes
13959.0,78,3,512.75,2,2,2,6,Clientes Emergentes
13960.0,20,2,230.22,3,1,1,5,Clientes Emergentes
13962.0,21,2,82.1,3,1,1,5,Clientes Emergentes
13963.0,307,4,469.02,1,2,2,5,Clientes Emergentes
13967.0,145,1,35.7,1,1,1,3,Clientes Churn
13969.0,6,18,6503.400000000001,3,3,3,9,Clientes VIP
13971.0,18,8,2502.56,3,3,3,9,Clientes VIP
13972.0,70,2,174.35,2,1,1,4,Clientes Churn
13973.0,286,1,186.75,1,1,1,3,Clientes Churn
13974.0,48,1,413.59000000000003,2,1,2,5,Clientes Emergentes
13975.0,30,6,2280.69,2,3,3,8,Clientes VIP
13976.0,206,1,227.96,1,1,1,3,Clientes Churn
13978.0,14,2,132.53,3,1,1,5,Clientes Emergentes
13979.0,72,1,869.87,2,1,3,6,Clientes Emergentes
13980.0,59,1,116.78,2,1,1,4,Clientes Churn
13982.0,38,4,1424.6,2,2,3,7,Clientes Emergentes
13983.0,39,9,1277.8,2,3,3,8,Clientes VIP
13984.0,26,4,277.43,2,2,1,5,Clientes Emergentes
13985.0,3,15,6863.2300000000005,3,3,3,9,Clientes VIP
13986.0,16,1,186.06,3,1,1,5,Clientes Emergentes
13988.0,19,6,3170.07,3,3,3,9,Clientes VIP
13989.0,65,2,462.21,2,1,2,5,Clientes Emergentes
13990.0,212,1,292.58,1,1,2,4,Clientes Churn
13991.0,11,6,724.93,3,3,2,8,Clientes VIP
13992.0,29,1,76.8,2,1,1,4,Clientes Churn
13993.0,42,8,2127.26,2,3,3,8,Clientes VIP
13994.0,3,6,2028.44,3,3,3,9,Clientes VIP
13995.0,14,5,1308.99,3,2,3,8,Clientes VIP
13999.0,9,12,3506.81,3,3,3,9,Clientes VIP
14000.0,210,1,262.2,1,1,1,3,Clientes Churn
14001.0,45,3,828.0,2,2,3,7,Clientes Emergentes
14002.0,133,2,368.59999999999997,1,1,2,4,Clientes Churn
14004.0,42,7,2921.96,2,3,3,8,Clientes VIP
14005.0,9,5,1242.9,3,2,3,8,Clientes VIP
14006.0,115,3,503.6,1,2,2,5,Clientes Emergentes
14009.0,197,2,646.8100000000001,1,1,2,4,Clientes Churn
14012.0,277,1,328.8,1,1,2,4,Clientes Churn
14013.0,109,3,435.58,1,2,2,5,Clientes Emergentes
14014.0,76,1,304.42,2,1,2,5,Clientes Emergentes
14015.0,52,1,607.62,2,1,2,5,Clientes Emergentes
14016.0,161,4,2642.62,1,2,3,6,Clientes Emergentes
14019.0,46,3,991.01,2,2,3,7,Clientes Emergentes
14020.0,16,2,573.86,3,1,2,6,Clientes Emergentes
14021.0,154,3,495.7,1,2,2,5,Clientes Emergentes
14022.0,224,1,396.8,1,1,2,4,Clientes Churn
14023.0,6,2,540.77,3,1,2,6,Clientes Emergentes
14024.0,121,2,298.45,1,1,2,4,Clientes Churn
14027.0,60,1,104.82,2,1,1,4,Clientes Churn
14029.0,62,2,315.66,2,1,2,5,Clientes Emergentes
14030.0,17,8,1595.95,3,3,3,9,Clientes VIP
14031.0,6,16,6164.41,3,3,3,9,Clientes VIP
14032.0,1,11,2173.0099999999998,3,3,3,9,Clientes VIP
14034.0,21,3,346.77,3,2,2,7,Clientes Emergentes
14035.0,28,5,876.07,2,2,3,7,Clientes Emergentes
14036.0,284,1,451.25,1,1,2,4,Clientes Churn
14037.0,175,2,139.25,1,1,1,3,Clientes Churn
14038.0,77,3,1560.38,2,2,3,7,Clientes Emergentes
14039.0,32,1,82.6,2,1,1,4,Clientes Churn
14040.0,40,12,1932.66,2,3,3,8,Clientes VIP
14041.0,265,1,141.41,1,1,1,3,Clientes Churn
14044.0,26,4,538.52,2,2,2,6,Clientes Emergentes
14046.0,283,1,47.71,1,1,1,3,Clientes Churn
14047.0,8,4,580.2,3,2,2,7,Clientes Emergentes
14048.0,304,1,399.85,1,1,2,4,Clientes Churn
14049.0,16,4,4687.74,3,2,3,8,Clientes VIP
14050.0,31,2,746.36,2,1,2,5,Clientes Emergentes
14051.0,0,23,10378.01,3,3,3,9,Clientes VIP
14052.0,19,1,173.66,3,1,1,5,Clientes Emergentes
14053.0,159,1,41.75,1,1,1,3,Clientes Churn
14054.0,64,1,92.46,2,1,1,4,Clientes Churn
14055.0,105,1,149.14,1,1,1,3,Clientes Churn
14056.0,0,23,5914.15,3,3,3,9,Clientes VIP
14057.0,23,15,4107.2699999999995,3,3,3,9,Clientes VIP
14059.0,266,1,132.6,1,1,1,3,Clientes Churn
14060.0,4,16,2591.62,3,3,3,9,Clientes VIP
14062.0,9,9,2289.89,3,3,3,9,Clientes VIP
14064.0,28,5,803.15,2,2,2,6,Clientes Emergentes
14066.0,266,1,114.3,1,1,1,3,Clientes Churn
14067.0,63,2,275.04,2,1,1,4,Clientes Churn
14068.0,319,1,248.85000000000002,1,1,1,3,Clientes Churn
14071.0,3,8,993.28,3,3,3,9,Clientes VIP
14073.0,31,1,151.04,2,1,1,4,Clientes Churn
14075.0,4,3,728.54,3,2,2,7,Clientes Emergentes
14076.0,128,1,105.52,1,1,1,3,Clientes Churn
14077.0,40,5,354.05,2,2,2,6,Clientes Emergentes
14078.0,101,6,936.7199999999999,1,3,3,7,Clientes Emergentes
14079.0,124,1,147.25,1,1,1,3,Clientes Churn
14080.0,32,1,45.599999999999994,2,1,1,4,Clientes Churn
14081.0,301,2,695.05,1,1,2,4,Clientes Churn
14082.0,364,1,127.05,1,1,1,3,Clientes Churn
14083.0,3,8,835.63,3,3,3,9,Clientes VIP
14085.0,1,18,3866.1,3,3,3,9,Clientes VIP
14087.0,2,1,188.12,3,1,1,5,Clientes Emergentes
14088.0,9,12,15700.62,3,3,3,9,Clientes VIP
14089.0,56,1,113.3,2,1,1,4,Clientes Churn
14092.0,7,14,3874.81,3,3,3,9,Clientes VIP
14093.0,11,1,420.89,3,1,2,6,Clientes Emergentes
14096.0,3,17,36019.84,3,3,3,9,Clientes VIP
14098.0,36,1,147.35,2,1,1,4,Clientes Churn
14099.0,15,11,2668.76,3,3,3,9,Clientes VIP
14100.0,137,1,147.2,1,1,1,3,Clientes Churn
14101.0,294,1,2.95,1,1,1,3,Clientes Churn
14102.0,4,5,817.88,3,2,2,7,Clientes Emergentes
14104.0,165,1,69.71,1,1,1,3,Clientes Churn
14105.0,238,1,1089.14,1,1,3,5,Clientes Emergentes
14107.0,51,7,2413.2200000000003,2,3,3,8,Clientes VIP
14108.0,30,2,544.36,2,1,2,5,Clientes Emergentes
14109.0,72,1,144.2,2,1,1,4,Clientes Churn
14110.0,36,10,2927.37,2,3,3,8,Clientes VIP
14111.0,95,2,63.3,1,1,1,3,Clientes Churn
14112.0,22,6,2505.16,3,3,3,9,Clientes VIP
14113.0,3,4,619.02,3,2,2,7,Clientes Emergentes
14114.0,330,1,195.13,1,1,1,3,Clientes Churn
14116.0,19,5,1091.04,3,2,3,8,Clientes VIP
14117.0,143,1,90.0,1,1,1,3,Clientes Churn
14121.0,3,4,2370.56,3,2,3,8,Clientes VIP
14125.0,10,3,2396.53,3,2,3,8,Clientes VIP
14126.0,10,1,183.4,3,1,1,5,Clientes Emergentes
14127.0,122,3,503.01,1,2,2,5,Clientes Emergentes
14128.0,60,2,625.0,2,1,2,5,Clientes Emergentes
14129.0,1,5,1077.06,3,2,3,8,Clientes VIP
14130.0,318,1,363.41,1,1,2,4,Clientes Churn
14132.0,1,11,2714.17,3,3,3,9,Clientes VIP
14133.0,129,3,499.28999999999996,1,2,2,5,Clientes Emergentes
14135.0,1,15,2849.29,3,3,3,9,Clientes VIP
14138.0,1,2,982.3800000000001,3,1,3,7,Clientes Emergentes
14139.0,45,1,278.28,2,1,1,4,Clientes Churn
14140.0,3,2,913.18,3,1,3,7,Clientes Emergentes
14141.0,2,4,902.38,3,2,3,8,Clientes VIP
14142.0,372,1,280.95,1,1,2,4,Clientes Churn
14143.0,133,1,64.8,1,1,1,3,Clientes Churn
14146.0,8,5,3054.55,3,2,3,8,Clientes VIP
14147.0,77,2,61.8,2,1,1,4,Clientes Churn
14148.0,233,1,29.700000000000003,1,1,1,3,Clientes Churn
14149.0,220,1,421.12,1,1,2,4,Clientes Churn
14150.0,35,2,584.74,2,1,2,5,Clientes Emergentes
14152.0,74,2,602.57,2,1,2,5,Clientes Emergentes
14154.0,238,2,682.92,1,1,2,4,Clientes Churn
14155.0,265,1,118.75,1,1,1,3,Clientes Churn
14156.0,9,41,18300.66,3,3,3,9,Clientes VIP
14157.0,19,2,412.72,3,1,2,6,Clientes Emergentes
14158.0,39,1,397.38,2,1,2,5,Clientes Emergentes
14159.0,19,11,4491.04,3,3,3,9,Clientes VIP
14161.0,215,3,890.92,1,2,3,6,Clientes Emergentes
14162.0,173,2,198.11,1,1,1,3,Clientes Churn
14163.0,86,4,1051.6100000000001,2,2,3,7,Clientes Emergentes
14164.0,80,1,374.4,2,1,2,5,Clientes Emergentes
14165.0,275,1,84.29,1,1,1,3,Clientes Churn
14167.0,38,4,525.09,2,2,2,6,Clientes Emergentes
14171.0,97,1,308.44,1,1,2,4,Clientes Churn
14173.0,10,4,222.34,3,2,1,6,Clientes Emergentes
14174.0,32,1,124.51,2,1,1,4,Clientes Churn
14175.0,59,3,2177.5,2,2,3,7,Clientes Emergentes
14176.0,296,4,517.2,1,2,2,5,Clientes Emergentes
14177.0,85,4,450.77,2,2,2,6,Clientes Emergentes
14178.0,8,7,1467.16,3,3,3,9,Clientes VIP
14179.0,40,2,566.88,2,1,2,5,Clientes Emergentes
14180.0,10,25,1779.8200000000002,3,3,3,9,Clientes VIP
14184.0,66,1,245.59,2,1,1,4,Clientes Churn
14185.0,330,1,12.75,1,1,1,3,Clientes Churn
14188.0,30,6,1763.8600000000001,2,3,3,8,Clientes VIP
14189.0,1,15,3787.7400000000002,3,3,3,9,Clientes VIP
14191.0,1,13,4273.1,3,3,3,9,Clientes VIP
14193.0,67,2,737.15,2,1,2,5,Clientes Emergentes
14194.0,4,21,9440.61,3,3,3,9,Clientes VIP
14196.0,106,1,73.72,1,1,1,3,Clientes Churn
14198.0,17,4,504.6,3,2,2,7,Clientes Emergentes
14199.0,217,1,10.2,1,1,1,3,Clientes Churn
14201.0,59,7,522.64,2,3,2,7,Clientes Emergentes
14204.0,1,1,138.58,3,1,1,5,Clientes Emergentes
14205.0,16,2,288.2,3,1,2,6,Clientes Emergentes
14206.0,238,1,302.65999999999997,1,1,2,4,Clientes Churn
14208.0,94,1,101.14,1,1,1,3,Clientes Churn
14209.0,10,6,1098.55,3,3,3,9,Clientes VIP
14210.0,105,6,1616.1200000000001,1,3,3,7,Clientes Emergentes
14211.0,52,9,1761.15,2,3,3,8,Clientes VIP
14214.0,30,5,938.14,2,2,3,7,Clientes Emergentes
14215.0,11,6,1650.47,3,3,3,9,Clientes VIP
14216.0,2,4,1082.66,3,2,3,8,Clientes VIP
14217.0,1,17,1253.13,3,3,3,9,Clientes VIP
14218.0,42,1,169.48000000000002,2,1,1,4,Clientes Churn
14219.0,3,1,73.44,3,1,1,5,Clientes Emergentes
14220.0,246,2,510.72,1,1,2,4,Clientes Churn
14221.0,41,9,2655.95,2,3,3,8,Clientes VIP
14222.0,176,1,576.5,1,1,2,4,Clientes Churn
14223.0,91,3,736.5600000000001,1,2,2,5,Clientes Emergentes
14224.0,109,4,685.6,1,2,2,5,Clientes Emergentes
14226.0,29,4,1273.89,2,2,3,7,Clientes Emergentes
14227.0,25,9,2897.32,2,3,3,8,Clientes VIP
14229.0,51,3,757.8,2,2,2,6,Clientes Emergentes
14231.0,183,3,793.26,1,2,2,5,Clientes Emergentes
14232.0,42,5,1630.66,2,2,3,7,Clientes Emergentes
14233.0,48,4,916.9200000000001,2,2,3,7,Clientes Emergentes
14234.0,21,4,728.26,3,2,2,7,Clientes Emergentes
14235.0,74,5,1505.34,2,2,3,7,Clientes Emergentes
14236.0,80,2,302.64,2,1,2,5,Clientes Emergentes
14237.0,372,1,77.45,1,1,1,3,Clientes Churn
14238.0,325,1,96.2,1,1,1,3,Clientes Churn
14239.0,42,11,1996.75,2,3,3,8,Clientes VIP
14240.0,29,2,745.14,2,1,2,5,Clientes Emergentes
14241.0,183,1,213.70000000000002,1,1,1,3,Clientes Churn
14242.0,234,2,219.25,1,1,1,3,Clientes Churn
14243.0,8,10,2205.13,3,3,3,9,Clientes VIP
14245.0,219,2,1516.7,1,1,3,5,Clientes Emergentes
14246.0,110,3,1293.0,1,2,3,6,Clientes Emergentes
14247.0,277,1,104.12,1,1,1,3,Clientes Churn
14248.0,317,1,98.58,1,1,1,3,Clientes Churn
14250.0,6,3,1823.13,3,2,3,8,Clientes VIP
14251.0,1,5,1796.8200000000002,3,2,3,8,Clientes VIP
14256.0,259,2,738.0600000000001,1,1,2,4,Clientes Churn
14257.0,63,5,2451.6,2,2,3,7,Clientes Emergentes
14258.0,8,9,2439.26,3,3,3,9,Clientes VIP
14259.0,141,1,104.1,1,1,1,3,Clientes Churn
14261.0,78,1,633.79,2,1,2,5,Clientes Emergentes
14262.0,7,8,2337.11,3,3,3,9,Clientes VIP
14264.0,154,2,177.17000000000002,1,1,1,3,Clientes Churn
14267.0,162,3,940.44,1,2,3,6,Clientes Emergentes
14270.0,331,1,341.65000000000003,1,1,2,4,Clientes Churn
14271.0,225,1,92.42,1,1,1,3,Clientes Churn
14272.0,73,2,330.2,2,1,2,5,Clientes Emergentes
14273.0,50,4,559.97,2,2,2,6,Clientes Emergentes
14276.0,98,3,1042.49,1,2,3,6,Clientes Emergentes
14277.0,14,3,2858.52,3,2,3,8,Clientes VIP
14280.0,196,1,92.63999999999999,1,1,1,3,Clientes Churn
14282.0,2,15,2679.78,3,3,3,9,Clientes VIP
14284.0,30,2,505.3,2,1,2,5,Clientes Emergentes
14285.0,20,4,368.78000000000003,3,2,2,7,Clientes Emergentes
14286.0,23,3,3926.34,3,2,3,8,Clientes VIP
14287.0,7,2,159.35,3,1,1,5,Clientes Emergentes
14288.0,212,1,306.0,1,1,2,4,Clientes Churn
14289.0,8,6,508.06,3,3,2,8,Clientes VIP
14290.0,10,5,1983.2,3,2,3,8,Clientes VIP
14291.0,1,11,3262.5,3,3,3,9,Clientes VIP
14292.0,7,9,1665.33,3,3,3,9,Clientes VIP
14293.0,2,4,951.1600000000001,3,2,3,8,Clientes VIP
14295.0,39,1,166.20000000000002,2,1,1,4,Clientes Churn
14297.0,17,4,1102.85,3,2,3,8,Clientes VIP
14298.0,7,40,24387.53,3,3,3,9,Clientes VIP
14299.0,7,8,2234.89,3,3,3,9,Clientes VIP
14300.0,18,1,43.2,3,1,1,5,Clientes Emergentes
14301.0,116,1,128.7,1,1,1,3,Clientes Churn
14304.0,222,1,224.4,1,1,1,3,Clientes Churn
14305.0,70,3,1811.16,2,2,3,7,Clientes Emergentes
14306.0,50,2,697.88,2,1,2,5,Clientes Emergentes
14307.0,88,6,2682.61,2,3,3,8,Clientes VIP
14309.0,7,9,1766.45,3,3,3,9,Clientes VIP
14311.0,242,1,198.97,1,1,1,3,Clientes Churn
14312.0,46,6,1265.06,2,3,3,8,Clientes VIP
14314.0,106,1,93.47999999999999,1,1,1,3,Clientes Churn
14315.0,44,6,2014.03,2,3,3,8,Clientes VIP
14317.0,64,1,375.58,2,1,2,5,Clientes Emergentes
14320.0,206,2,457.89,1,1,2,4,Clientes Churn
14321.0,10,5,1178.4,3,2,3,8,Clientes VIP
14323.0,114,2,517.66,1,1,2,4,Clientes Churn
14326.0,241,1,123.85000000000001,1,1,1,3,Clientes Churn
14327.0,162,1,311.65,1,1,2,4,Clientes Churn
14329.0,16,7,4013.63,3,3,3,9,Clientes VIP
14331.0,123,2,395.76,1,1,2,4,Clientes Churn
14332.0,22,3,585.15,3,2,2,7,Clientes Emergentes
14333.0,67,1,188.20000000000002,2,1,1,4,Clientes Churn
14334.0,16,8,1829.61,3,3,3,9,Clientes VIP
14335.0,15,2,422.6,3,1,2,6,Clientes Emergentes
14336.0,16,4,1281.1100000000001,3,2,3,8,Clientes VIP
14338.0,195,1,443.2,1,1,2,4,Clientes Churn
14339.0,242,1,309.52,1,1,2,4,Clientes Churn
14340.0,218,1,134.7,1,1,1,3,Clientes Churn
14341.0,44,8,1873.77,2,3,3,8,Clientes VIP
14342.0,20,4,322.8,3,2,2,7,Clientes Emergentes
14344.0,126,8,615.5300000000001,1,3,2,6,Clientes Emergentes
14345.0,38,1,108.97999999999999,2,1,1,4,Clientes Churn
14346.0,120,2,799.46,1,1,2,4,Clientes Churn
14348.0,259,1,297.87,1,1,2,4,Clientes Churn
14349.0,9,1,125.0,3,1,1,5,Clientes Emergentes
14350.0,273,1,282.93,1,1,2,4,Clientes Churn
14351.0,164,1,51.0,1,1,1,3,Clientes Churn
14352.0,156,4,821.76,1,2,3,6,Clientes Emergentes
14353.0,214,1,90.6,1,1,1,3,Clientes Churn
14354.0,5,2,126.17999999999999,3,1,1,5,Clientes Emergentes
14355.0,365,1,158.5,1,1,1,3,Clientes Churn
14356.0,79,2,480.93,2,1,2,5,Clientes Emergentes
14357.0,42,1,215.82,2,1,1,4,Clientes Churn
14359.0,18,3,799.08,3,2,2,7,Clientes Emergentes
14360.0,31,4,1732.83,2,2,3,7,Clientes Emergentes
14362.0,21,1,148.45,3,1,1,5,Clientes Emergentes
14364.0,108,8,1022.95,1,3,3,7,Clientes Emergentes
14367.0,7,16,7250.9400000000005,3,3,3,9,Clientes VIP
14368.0,319,1,105.2,1,1,1,3,Clientes Churn
14371.0,294,1,100.5,1,1,1,3,Clientes Churn
14373.0,357,1,10.2,1,1,1,3,Clientes Churn
14375.0,184,1,241.78,1,1,1,3,Clientes Churn
14377.0,190,2,155.25,1,1,1,3,Clientes Churn
14379.0,43,2,340.15000000000003,2,1,2,5,Clientes Emergentes
14381.0,51,1,202.68,2,1,1,4,Clientes Churn
14382.0,25,1,459.15999999999997,2,1,2,5,Clientes Emergentes
14383.0,37,3,903.67,2,2,3,7,Clientes Emergentes
14385.0,8,3,202.11,3,2,1,6,Clientes Emergentes
14386.0,296,1,93.6,1,1,1,3,Clientes Churn
14387.0,32,3,1501.21,2,2,3,7,Clientes Emergentes
14388.0,9,8,2804.56,3,3,3,9,Clientes VIP
14389.0,64,2,792.94,2,1,2,5,Clientes Emergentes
14390.0,9,9,3426.17,3,3,3,9,Clientes VIP
14393.0,217,1,67.95,1,1,1,3,Clientes Churn
14395.0,1,9,3157.01,3,3,3,9,Clientes VIP
14396.0,64,2,451.09,2,1,2,5,Clientes Emergentes
14397.0,2,16,994.8199999999999,3,3,3,9,Clientes VIP
14400.0,148,1,326.48,1,1,2,4,Clientes Churn
14401.0,3,13,2722.94,3,3,3,9,Clientes VIP
14403.0,216,2,283.95000000000005,1,1,2,4,Clientes Churn
14404.0,33,6,1103.73,2,3,3,8,Clientes VIP
14406.0,118,1,106.25,1,1,1,3,Clientes Churn
